Time [min],Capstan speed [m/min],Preform feed rate [mm/min],Temperature [C],Tension [g],Preform Pressure [mBar],Diameter [mm],Diameter X [um],Diameter Y [um]
24.108799,-0.066447,0.014659,178.886459,43.924266,0.125259,295.000000,293.000000,298.000000
24.122216,0.061051,-0.005724,178.631459,45.071565,-0.078695,296.000000,293.000000,298.000000
24.135779,0.035551,0.019755,178.478458,44.918592,0.125259,296.000000,293.000000,298.000000
24.148824,0.010051,0.024851,178.631459,44.689132,0.227236,296.000000,293.000000,298.000000
24.162152,-0.066447,0.029947,178.682459,44.765619,0.329213,296.000000,293.000000,298.000000
24.175455,0.035551,0.004468,178.325458,45.148052,-0.078695,296.000000,293.000000,298.000000
24.188828,-0.015448,0.009564,178.478458,43.847779,0.125259,296.000000,293.000000,298.000000
24.202287,0.010051,0.014659,178.376458,44.995079,-0.282649,296.000000,293.000000,298.000000
24.215529,0.010051,0.014659,178.325458,43.847779,0.023282,296.000000,293.000000,298.000000
24.228926,0.061051,0.004468,177.968458,44.153726,0.023282,296.000000,293.000000,298.000000
24.242406,-0.066447,0.029947,178.274458,44.765619,0.227236,296.000000,293.000000,298.000000
24.255505,-0.066447,0.024851,178.172458,44.765619,0.125259,296.000000,293.000000,298.000000
24.268849,0.010051,0.019755,177.866457,44.842105,-0.180672,296.000000,293.000000,298.000000
24.282125,-0.040948,0.024851,177.968458,44.765619,0.227236,296.000000,293.000000,298.000000
24.295527,0.035551,0.009564,177.815457,44.842105,0.023282,296.000000,293.000000,298.000000
24.308772,-0.066447,0.024851,177.815457,44.765619,0.023282,296.000000,293.000000,298.000000
24.322218,0.061051,-0.000628,177.560457,43.771292,0.023282,295.000000,293.000000,298.000000
24.335510,-0.040948,0.029947,177.611457,44.765619,0.227236,296.000000,293.000000,298.000000
24.348757,0.010051,0.014659,177.509457,44.842105,0.023282,296.000000,293.000000,298.000000
24.362151,-0.040948,0.024851,177.611457,44.918592,0.023282,296.000000,293.000000,298.000000
24.375475,0.010051,0.019755,177.254457,43.924266,0.329213,296.000000,293.000000,298.000000
24.388883,0.010051,0.019755,177.356457,44.765619,-0.078695,295.000000,293.000000,298.000000
24.402140,0.010051,0.014659,177.254457,44.995079,-0.180672,296.000000,293.000000,298.000000
24.415453,-0.040948,0.009564,177.254457,43.924266,0.023282,295.000000,293.000000,298.000000
24.428809,0.086550,-0.000628,176.897456,43.847779,-0.078695,295.000000,293.000000,298.000000
24.442124,0.035551,0.014659,177.050456,44.842105,-0.282649,295.000000,293.000000,298.000000
24.455598,-0.066447,0.029947,177.050456,44.765619,0.227236,296.000000,293.000000,298.000000
24.468832,-0.015448,0.009564,176.795456,43.847779,-0.180672,296.000000,293.000000,298.000000
24.482129,-0.066447,0.029947,176.846456,43.618319,0.125259,295.000000,293.000000,298.000000
24.495687,0.086550,-0.000628,176.591456,44.000752,-0.078695,296.000000,293.000000,298.000000
24.508824,-0.040948,0.029947,176.693456,44.842105,0.023282,296.000000,293.000000,298.000000
24.522262,0.061051,0.004468,176.438455,44.918592,0.023282,296.000000,293.000000,298.000000
24.535472,0.010051,0.009564,176.387455,44.918592,0.125259,296.000000,293.000000,298.000000
24.548784,-0.040948,0.029947,176.438455,44.689132,0.329213,296.000000,293.000000,298.000000
24.562212,-0.040948,0.014659,176.183455,43.847779,0.023282,296.000000,293.000000,298.000000
24.575456,-0.015448,0.014659,176.285455,45.071565,-0.180672,296.000000,293.000000,298.000000
24.588895,0.035551,0.024851,176.234455,43.694806,0.329213,296.000000,293.000000,298.000000
24.602130,0.010051,0.014659,176.234455,44.842105,0.125259,296.000000,293.000000,298.000000
24.615455,0.086550,-0.000628,176.030455,44.765619,0.023282,296.000000,293.000000,298.000000
24.628819,0.061051,0.004468,175.928455,43.847779,0.125259,296.000000,293.000000,298.000000
24.642191,-0.066447,0.024851,176.081455,44.765619,0.329213,296.000000,293.000000,298.000000
24.655523,0.010051,0.014659,175.928455,44.765619,0.023282,296.000000,293.000000,298.000000
24.668838,-0.015448,0.019755,175.826454,44.918592,0.125259,295.000000,293.000000,298.000000
24.682177,0.035551,0.019755,175.571454,44.995079,0.125259,295.000000,293.000000,298.000000
24.695493,0.061051,0.004468,175.469454,43.924266,0.023282,295.000000,293.000000,298.000000
24.708794,0.010051,0.014659,175.571454,43.924266,-0.180672,295.000000,293.000000,298.000000
24.722297,-0.015448,0.014659,175.520454,45.148052,-0.078695,295.000000,293.000000,298.000000
24.735458,0.035551,0.009564,175.418454,44.000752,-0.282649,295.000000,293.000000,298.000000
24.748887,0.086550,-0.000628,175.214454,43.847779,0.023282,295.000000,293.000000,298.000000
24.762237,0.010051,0.014659,175.418454,43.847779,0.023282,295.000000,293.000000,298.000000
24.775543,0.061051,-0.000628,175.061453,44.000752,0.227236,295.000000,293.000000,298.000000
24.788872,-0.066447,0.024851,175.214454,44.689132,0.023282,295.000000,293.000000,298.000000
24.802157,0.061051,0.014659,174.908453,43.847779,-0.078695,296.000000,293.000000,298.000000
24.815534,0.010051,0.004468,175.061453,44.842105,-0.180672,296.000000,293.000000,298.000000
24.828958,0.010051,0.014659,174.806453,43.924266,0.023282,296.000000,293.000000,298.000000
24.842234,0.061051,-0.005724,174.857453,43.924266,-0.078695,296.000000,293.000000,298.000000
24.855713,-0.066447,0.024851,174.959453,43.694806,0.023282,296.000000,293.000000,298.000000
24.868797,-0.066447,0.019755,174.908453,43.771292,0.125259,296.000000,293.000000,298.000000
24.882073,-0.015448,0.004468,174.602453,45.148052,-0.180672,296.000000,293.000000,298.000000
24.895700,0.086550,-0.005724,174.551453,43.771292,0.023282,296.000000,293.000000,298.000000
24.908774,-0.015448,0.019755,174.449452,44.077239,-0.180672,296.000000,293.000000,298.000000
24.922325,0.010051,0.014659,174.449452,44.995079,0.125259,296.000000,293.000000,298.000000
24.935476,-0.066447,0.024851,174.449452,43.694806,0.125259,296.000000,293.000000,298.000000
24.948765,0.086550,0.004468,174.143452,44.077239,0.023282,296.000000,293.000000,298.000000
24.962216,0.010051,0.009564,174.245452,43.694806,0.227236,296.000000,293.000000,298.000000
24.975452,0.010051,0.019755,174.092452,44.842105,0.329213,295.000000,293.000000,298.000000
24.988807,-0.040948,0.014659,174.245452,43.847779,0.023282,295.000000,293.000000,298.000000
25.002207,-0.015448,0.004468,174.041452,44.000752,-0.180672,295.000000,293.000000,298.000000
25.015394,0.010051,0.014659,173.888452,44.918592,0.125259,296.000000,293.000000,298.000000
25.028780,-0.066447,0.024851,173.939452,43.924266,0.023282,295.000000,293.000000,298.000000
25.042088,0.035551,0.004468,173.684451,44.153726,-0.180672,296.000000,293.000000,298.000000
25.055611,0.086550,0.004468,173.684451,44.000752,0.125259,295.000000,293.000000,298.000000
25.068943,0.035551,0.014659,173.633451,43.924266,0.125259,296.000000,293.000000,298.000000
25.082275,0.061051,0.004468,173.480451,44.077239,-0.180672,296.000000,293.000000,298.000000
25.095509,0.010051,-0.000628,173.480451,44.077239,-0.078695,296.000000,293.000000,298.000000
25.109051,0.035551,0.019755,173.327451,43.694806,0.227236,296.000000,293.000000,298.000000
25.122318,0.010051,0.009564,173.327451,44.689132,0.227236,296.000000,293.000000,298.000000
25.135540,-0.015448,0.019755,173.072450,43.924266,0.125259,295.000000,293.000000,298.000000
25.148794,0.061051,-0.000628,173.021450,43.771292,0.125259,296.000000,293.000000,298.000000
25.162229,-0.015448,0.019755,172.970450,43.924266,0.125259,295.000000,293.000000,298.000000
25.175557,0.061051,-0.000628,172.817450,44.077239,0.023282,295.000000,293.000000,298.000000
25.188863,0.010051,0.014659,172.664450,44.000752,0.125259,295.000000,293.000000,298.000000
25.202108,0.010051,0.014659,172.715450,44.995079,0.023282,295.000000,293.000000,298.000000
25.215591,-0.066447,0.019755,172.715450,43.618319,0.227236,295.000000,293.000000,298.000000
25.228741,-0.015448,0.014659,172.613450,43.771292,0.329213,295.000000,293.000000,298.000000
25.242115,0.061051,0.004468,172.460450,44.000752,-0.180672,296.000000,293.000000,298.000000
25.255487,0.061051,-0.000628,172.205449,44.077239,-0.180672,295.000000,293.000000,298.000000
25.268770,0.035551,0.014659,172.358449,44.077239,-0.180672,295.000000,293.000000,298.000000
25.282419,-0.040948,0.024851,172.205449,43.618319,0.329213,295.000000,293.000000,298.000000
25.295498,-0.040948,0.004468,172.256449,43.847779,0.125259,295.000000,293.000000,298.000000
25.308764,0.010051,0.014659,172.103449,44.077239,-0.282649,295.000000,293.000000,298.000000
25.322180,0.086550,-0.000628,171.899449,44.000752,-0.282649,296.000000,293.000000,298.000000
25.335445,0.010051,0.004468,172.001449,43.847779,0.227236,296.000000,293.000000,298.000000
25.348905,0.086550,-0.000628,171.746448,43.771292,0.023282,296.000000,293.000000,298.000000
25.362145,0.010051,0.009564,171.644448,43.924266,0.125259,296.000000,293.000000,298.000000
25.375442,0.086550,0.004468,171.644448,44.077239,0.125259,296.000000,293.000000,298.000000
25.388901,-0.066447,0.024851,171.848449,43.694806,0.023282,296.000000,293.000000,298.000000
25.402139,-0.066447,0.024851,171.644448,44.918592,0.125259,296.000000,293.000000,298.000000
25.415434,-0.040948,0.019755,171.695448,43.771292,0.125259,296.000000,293.000000,298.000000
25.428906,-0.040948,0.024851,171.542448,43.771292,0.227236,295.000000,293.000000,298.000000
25.442116,0.010051,0.024851,171.338448,43.924266,0.023282,295.000000,293.000000,298.000000
25.455525,0.010051,0.014659,171.440448,44.000752,-0.180672,296.000000,293.000000,298.000000
25.468787,0.010051,0.019755,171.236448,44.842105,0.125259,295.000000,293.000000,298.000000
25.482094,0.035551,0.009564,171.236448,43.847779,0.023282,296.000000,293.000000,298.000000
25.495496,0.061051,-0.000628,171.032447,44.077239,-0.180672,296.000000,293.000000,298.000000
25.508859,-0.015448,0.014659,171.032447,44.077239,-0.180672,296.000000,293.000000,298.000000
25.522142,-0.040948,0.024851,170.930447,43.694806,0.227236,296.000000,293.000000,298.000000
25.535562,-0.066447,0.029947,170.777447,43.694806,0.227236,296.000000,293.000000,298.000000
25.548866,0.035551,-0.005724,170.675447,43.847779,-0.180672,296.000000,293.000000,298.000000
25.562106,0.010051,0.009564,170.675447,43.847779,0.023282,296.000000,293.000000,298.000000
25.575555,0.035551,0.014659,170.522447,43.924266,0.125259,296.000000,293.000000,298.000000
25.588848,0.010051,0.024851,170.522447,43.618319,0.329213,296.000000,293.000000,298.000000
25.602112,0.061051,-0.000628,170.267446,44.000752,-0.180672,296.000000,293.000000,298.000000
25.615422,0.010051,0.014659,170.420447,43.847779,0.125259,296.000000,293.000000,298.000000
25.628756,0.010051,0.014659,170.369446,43.694806,0.329213,296.000000,293.000000,298.000000
25.642090,-0.015448,0.024851,170.267446,43.618319,0.125259,296.000000,293.000000,298.000000
25.655648,0.010051,0.014659,170.063446,43.924266,0.023282,296.000000,293.000000,298.000000
25.668946,0.010051,0.004468,170.012446,43.847779,0.125259,296.000000,293.000000,298.000000
25.682105,0.061051,0.004468,170.063446,44.230212,-0.078695,296.000000,293.000000,298.000000
25.695465,-0.040948,0.024851,170.063446,43.771292,0.329213,295.000000,293.000000,298.000000
25.708807,0.035551,0.019755,169.808446,43.694806,0.023282,296.000000,293.000000,298.000000
25.722211,0.061051,0.004468,169.706446,43.847779,0.125259,296.000000,293.000000,298.000000
25.735473,0.010051,0.019755,169.655445,44.153726,-0.180672,296.000000,293.000000,298.000000
25.748977,0.010051,0.009564,169.604445,43.847779,0.431190,295.000000,293.000000,298.000000
25.762120,0.010051,0.014659,169.655445,43.924266,0.227236,296.000000,293.000000,298.000000
25.775441,0.061051,0.004468,169.400445,43.924266,0.125259,296.000000,293.000000,298.000000
25.788837,0.010051,0.014659,169.604445,43.847779,0.329213,296.000000,293.000000,298.000000
25.802124,0.061051,-0.000628,169.298445,43.924266,0.023282,296.000000,293.000000,298.000000
25.815498,-0.015448,0.004468,169.502445,43.847779,0.023282,296.000000,293.000000,298.000000
25.828775,0.010051,0.019755,169.349445,43.618319,0.329213,296.000000,293.000000,298.000000
25.842136,0.061051,0.004468,169.043445,44.077239,-0.078695,296.000000,293.000000,298.000000
25.855505,0.086550,-0.005724,168.992444,44.000752,-0.282649,296.000000,293.000000,298.000000
25.868762,0.035551,0.004468,168.890444,43.924266,-0.180672,296.000000,293.000000,298.000000
25.882260,0.035551,0.009564,168.992444,43.771292,0.227236,296.000000,293.000000,298.000000
25.895453,-0.066447,0.024851,168.890444,43.618319,0.227236,296.000000,293.000000,298.000000
25.908820,-0.040948,0.024851,168.992444,43.618319,0.227236,296.000000,293.000000,298.000000
25.922200,0.010051,0.009564,168.839444,43.618319,0.227236,296.000000,293.000000,298.000000
25.935530,-0.066447,0.029947,168.788444,44.000752,0.125259,296.000000,293.000000,298.000000
25.948802,0.112050,-0.005724,168.482444,44.000752,0.023282,296.000000,293.000000,298.000000
25.962128,0.035551,0.014659,168.635444,43.924266,0.023282,296.000000,293.000000,298.000000
25.975421,0.086550,0.004468,168.482444,44.077239,0.125259,296.000000,293.000000,298.000000
25.988842,-0.066447,0.024851,168.635444,43.694806,0.329213,296.000000,293.000000,298.000000
26.002193,0.010051,0.014659,168.482444,45.071565,-0.180672,296.000000,293.000000,298.000000
26.015531,0.010051,0.009564,168.380444,43.847779,0.023282,296.000000,293.000000,298.000000
26.028831,-0.040948,0.024851,168.533444,44.689132,0.227236,296.000000,293.000000,298.000000
26.042131,-0.040948,0.024851,168.431444,43.847779,0.023282,296.000000,293.000000,298.000000
26.055658,-0.015448,0.014659,168.380444,43.847779,0.329213,296.000000,293.000000,298.000000
26.068792,0.086550,0.004468,168.227443,43.924266,0.023282,296.000000,293.000000,298.000000
26.082194,-0.015448,0.019755,168.329443,43.924266,-0.180672,296.000000,293.000000,298.000000
26.095429,-0.015448,0.029947,168.176443,43.847779,0.227236,296.000000,293.000000,298.000000
26.108901,0.010051,0.014659,168.176443,43.847779,0.329213,296.000000,293.000000,298.000000
26.122208,0.010051,0.019755,168.176443,43.847779,0.023282,296.000000,293.000000,298.000000
26.135463,-0.040948,0.029947,168.074443,43.618319,0.227236,296.000000,293.000000,298.000000
26.148749,-0.066447,0.024851,168.125443,43.924266,0.125259,296.000000,293.000000,298.000000
26.162136,-0.066447,0.029947,168.176443,43.694806,0.329213,296.000000,293.000000,298.000000
26.175429,0.010051,0.014659,167.870443,43.924266,-0.078695,296.000000,293.000000,298.000000
26.188840,0.010051,0.024851,167.768443,43.771292,0.329213,296.000000,293.000000,298.000000
26.202272,0.061051,0.004468,167.717443,44.000752,0.023282,296.000000,293.000000,298.000000
26.215456,-0.015448,0.024851,167.972443,43.618319,0.023282,296.000000,293.000000,298.000000
26.228835,0.010051,0.024851,167.564442,43.618319,0.227236,296.000000,293.000000,298.000000
26.242209,-0.015448,0.009564,167.564442,44.230212,-0.078695,296.000000,293.000000,298.000000
26.255569,-0.015448,0.014659,167.666443,43.847779,0.227236,296.000000,293.000000,298.000000
26.268839,0.010051,0.009564,167.564442,44.000752,0.023282,296.000000,293.000000,298.000000
26.282166,-0.040948,0.024851,167.564442,43.618319,0.227236,296.000000,293.000000,298.000000
26.295481,-0.015448,0.014659,167.360442,43.771292,0.431190,296.000000,293.000000,298.000000
26.308795,0.010051,0.019755,167.309442,43.924266,0.125259,296.000000,293.000000,298.000000
26.322173,0.010051,0.014659,167.258442,43.771292,0.227236,296.000000,293.000000,298.000000
26.335659,0.010051,0.004468,167.156442,43.771292,0.023282,296.000000,293.000000,298.000000
26.348972,0.035551,0.019755,167.003442,43.771292,0.023282,296.000000,293.000000,298.000000
26.362140,0.086550,-0.000628,166.901441,44.000752,-0.180672,296.000000,293.000000,298.000000
26.375516,0.010051,0.029947,166.697441,43.771292,0.227236,296.000000,293.000000,298.000000
26.388892,0.035551,0.014659,166.493441,44.077239,-0.180672,296.000000,293.000000,298.000000
26.402355,0.010051,0.009564,166.391441,43.847779,0.227236,296.000000,293.000000,298.000000
26.415450,0.061051,-0.000628,166.187440,43.924266,0.023282,296.000000,293.000000,298.000000
26.428963,0.010051,0.014659,166.136440,43.847779,0.227236,296.000000,293.000000,298.000000
26.442133,-0.040948,0.024851,166.340441,43.847779,0.023282,296.000000,293.000000,298.000000
26.455480,-0.015448,0.024851,166.136440,43.771292,0.023282,296.000000,293.000000,298.000000
26.468775,-0.015448,0.024851,166.085440,43.771292,0.227236,296.000000,293.000000,298.000000
26.482224,0.035551,0.009564,165.881440,43.924266,0.227236,296.000000,293.000000,298.000000
26.495457,0.010051,0.014659,165.728440,43.847779,0.227236,296.000000,293.000000,298.000000
26.508831,0.010051,0.014659,165.575439,43.847779,0.125259,296.000000,293.000000,298.000000
26.522259,-0.015448,0.024851,165.779440,43.618319,0.227236,296.000000,293.000000,298.000000
26.535451,0.061051,0.014659,165.422439,43.847779,0.023282,296.000000,293.000000,298.000000
26.548800,-0.015448,0.029947,165.626440,43.618319,0.329213,296.000000,293.000000,298.000000
26.562091,0.010051,0.014659,165.371439,43.847779,0.329213,296.000000,293.000000,298.000000
26.575703,-0.040948,0.024851,165.473439,43.771292,0.125259,296.000000,293.000000,298.000000
26.589017,-0.040948,0.024851,165.473439,43.694806,0.023282,296.000000,293.000000,298.000000
26.602235,-0.066447,0.029947,165.320439,43.847779,0.125259,296.000000,293.000000,298.000000
26.615469,-0.040948,0.029947,165.167439,43.771292,0.023282,296.000000,293.000000,298.000000
26.628846,-0.015448,0.014659,164.963439,43.771292,0.023282,296.000000,293.000000,298.000000
26.642089,-0.040948,0.029947,165.065439,43.771292,0.227236,296.000000,293.000000,298.000000
26.655491,0.010051,0.004468,164.810438,44.077239,-0.180672,296.000000,293.000000,298.000000
26.668860,-0.066447,0.014659,164.861438,43.847779,-0.180672,296.000000,293.000000,298.000000
26.682125,0.010051,0.019755,164.708438,44.918592,0.125259,296.000000,293.000000,298.000000
26.695456,0.061051,-0.000628,164.402438,43.924266,0.023282,296.000000,293.000000,298.000000
26.708924,0.010051,0.009564,164.402438,43.694806,0.227236,296.000000,293.000000,298.000000
26.722159,-0.066447,0.029947,164.453438,43.924266,0.023282,296.000000,293.000000,298.000000
26.735475,0.035551,-0.000628,164.096437,43.847779,0.023282,296.000000,293.000000,298.000000
26.748853,-0.066447,0.019755,164.300438,43.694806,0.023282,296.000000,293.000000,298.000000
26.762229,-0.015448,0.014659,164.147437,43.924266,0.125259,296.000000,293.000000,298.000000
26.775547,-0.040948,0.024851,164.045437,43.694806,0.125259,296.000000,293.000000,298.000000
26.788871,0.010051,0.009564,163.790437,43.924266,-0.282649,296.000000,293.000000,298.000000
26.802127,0.061051,0.004468,163.484436,45.071565,-0.180672,296.000000,293.000000,298.000000
26.815574,0.035551,-0.000628,163.535436,44.000752,-0.180672,296.000000,293.000000,298.000000
26.828811,0.010051,0.019755,163.280436,43.924266,0.125259,296.000000,293.000000,298.000000
26.842115,0.010051,0.009564,163.331436,43.771292,0.329213,296.000000,293.000000,298.000000
26.855704,-0.040948,0.014659,163.280436,44.000752,0.023282,296.000000,293.000000,298.000000
26.868813,0.035551,0.009564,163.178436,43.924266,-0.078695,296.000000,293.000000,298.000000
26.882325,0.010051,0.009564,163.076436,43.924266,-0.282649,296.000000,293.000000,298.000000
26.895464,0.010051,0.014659,163.025436,43.924266,0.329213,296.000000,293.000000,298.000000
26.909009,0.010051,0.014659,163.076436,44.077239,-0.282649,296.000000,293.000000,298.000000
26.922206,-0.066447,0.019755,162.923436,43.924266,0.023282,296.000000,293.000000,298.000000
26.935514,0.010051,0.009564,162.872436,43.771292,-0.180672,296.000000,293.000000,298.000000
26.948838,0.010051,0.009564,162.668435,43.924266,0.023282,296.000000,293.000000,298.000000
26.962148,0.010051,0.019755,162.515435,44.000752,-0.180672,296.000000,293.000000,298.000000
26.975463,0.035551,0.019755,162.464435,44.077239,-0.282649,296.000000,293.000000,298.000000
26.988924,-0.040948,0.024851,162.413435,43.618319,0.023282,296.000000,293.000000,298.000000
27.002160,0.086550,0.004468,162.005434,43.847779,0.023282,296.000000,293.000000,298.000000
27.015526,-0.040948,0.024851,161.903434,43.618319,0.227236,296.000000,293.000000,298.000000
27.028964,0.010051,0.019755,161.699434,43.694806,0.227236,296.000000,293.000000,298.000000
27.042125,-0.040948,0.009564,161.648434,43.771292,0.125259,296.000000,293.000000,298.000000
27.055584,0.061051,0.004468,161.342433,44.000752,-0.282649,296.000000,293.000000,298.000000
27.068787,0.035551,0.004468,161.240433,44.000752,0.023282,296.000000,293.000000,298.000000
27.082109,0.010051,0.014659,161.291433,43.771292,0.023282,296.000000,293.000000,298.000000
27.095565,-0.066447,0.024851,161.393433,43.618319,-0.078695,296.000000,293.000000,298.000000
27.108959,0.035551,0.014659,161.036433,43.924266,0.023282,296.000000,293.000000,298.000000
27.122356,0.010051,0.014659,161.036433,44.000752,-0.180672,296.000000,293.000000,298.000000
27.135467,0.086550,0.004468,160.730432,44.000752,0.023282,296.000000,293.000000,298.000000
27.148817,-0.040948,0.029947,160.934433,43.771292,0.329213,296.000000,293.000000,298.000000
27.162189,0.010051,-0.000628,160.781432,43.924266,-0.180672,296.000000,293.000000,298.000000
27.175504,-0.066447,0.029947,160.730432,43.618319,-0.078695,296.000000,293.000000,298.000000
27.189170,0.035551,0.014659,160.577432,43.924266,0.023282,296.000000,293.000000,298.000000
27.202209,0.035551,0.009564,160.781432,43.771292,0.125259,296.000000,293.000000,298.000000
27.215654,-0.040948,0.024851,160.628432,43.694806,0.227236,296.000000,293.000000,298.000000
27.228795,0.010051,0.029947,160.526432,43.694806,0.227236,296.000000,293.000000,298.000000
