Time,Capstan speed,Preform feed rate,Temperature,Tension,Preform Pressure,Diameter,Diameter X,Diameter Y
[min],[m/min],[mm/min],[ºC],[g],[mBar],[mm],[um],[um]
16.566921,11.229868,4.009876,199.592489,52.796717,0.635144,306.000000,308.000000,311.000000
16.580354,11.357366,4.009876,199.286489,51.878878,0.737121,301.000000,288.000000,296.000000
16.593617,11.229868,4.025164,199.490489,56.697537,0.839098,303.000000,301.000000,304.000000
16.606923,11.153369,4.025164,199.439489,61.745656,0.941075,291.000000,292.000000,292.000000
16.620299,11.255368,4.014972,199.541489,53.944017,0.635144,294.000000,297.000000,296.000000
16.633597,11.153369,3.999684,199.439489,55.014830,0.329213,298.000000,297.000000,299.000000
16.646972,11.178869,3.994588,199.643489,56.085644,0.227236,303.000000,306.000000,306.000000
16.660261,11.127870,4.004780,199.490489,57.768350,0.839098,307.000000,302.000000,306.000000
16.673590,10.974872,4.014972,199.592489,55.626724,1.043052,300.000000,292.000000,297.000000
16.686929,11.051371,3.999684,199.439489,55.167804,0.839098,307.000000,306.000000,308.000000
16.700287,10.949373,4.025164,199.694489,56.774023,0.635144,297.000000,292.000000,296.000000
16.713669,11.051371,4.025164,199.796490,54.708884,0.635144,304.000000,306.000000,307.000000
16.726953,11.025871,4.020068,199.796490,54.785370,0.635144,305.000000,302.000000,305.000000
16.740303,11.229868,4.025164,199.898490,53.867531,0.635144,307.000000,301.000000,306.000000
16.753633,11.357366,3.999684,199.745489,56.085644,0.635144,298.000000,296.000000,302.000000
16.766943,11.280867,4.009876,199.745489,57.003483,0.839098,309.000000,298.000000,305.000000
16.780351,11.382866,4.014972,199.796490,54.938344,0.431190,296.000000,299.000000,298.000000
16.793576,11.408365,4.004780,199.592489,56.085644,0.737121,294.000000,299.000000,298.000000
16.806896,11.382866,4.020068,199.694489,54.020504,0.533167,303.000000,299.000000,303.000000
16.820266,11.408365,4.004780,199.847490,55.932670,0.431190,300.000000,298.000000,300.000000
16.833635,11.357366,4.014972,200.000490,53.867531,0.635144,299.000000,300.000000,302.000000
16.847031,11.255368,4.025164,200.000490,55.779697,0.737121,303.000000,301.000000,304.000000
16.860331,11.229868,4.025164,199.796490,56.085644,0.635144,303.000000,300.000000,304.000000
16.873632,11.459364,4.004780,199.541489,53.867531,0.533167,300.000000,299.000000,301.000000
16.886971,11.459364,3.999684,199.643489,55.779697,0.635144,301.000000,301.000000,303.000000
16.900295,11.357366,4.030260,199.847490,53.714557,0.941075,298.000000,297.000000,299.000000
16.913690,11.433865,4.009876,199.847490,57.003483,0.431190,302.000000,299.000000,302.000000
16.927008,11.459364,4.004780,199.694489,56.238617,0.941075,300.000000,299.000000,301.000000
16.940336,11.459364,4.009876,199.694489,55.703210,0.533167,300.000000,299.000000,301.000000
16.953611,11.408365,4.014972,199.643489,54.708884,1.043052,300.000000,298.000000,301.000000
16.966984,11.382866,4.014972,199.541489,53.944017,0.839098,300.000000,297.000000,299.000000
16.980377,11.331866,4.030260,199.745489,55.703210,1.043052,299.000000,298.000000,300.000000
16.993670,11.382866,4.009876,199.796490,54.020504,0.431190,302.000000,301.000000,302.000000
17.006974,11.382866,4.020068,199.745489,56.621050,1.043052,305.000000,303.000000,306.000000
17.020291,11.306367,4.009876,199.847490,55.703210,0.533167,302.000000,302.000000,303.000000
17.033702,11.255368,4.014972,199.898490,55.856184,0.839098,301.000000,301.000000,302.000000
17.047031,11.484864,4.014972,199.694489,56.009157,0.737121,302.000000,301.000000,303.000000
17.060352,11.484864,4.004780,199.643489,55.932670,0.839098,302.000000,300.000000,303.000000
17.073686,11.408365,4.025164,199.745489,57.691863,0.941075,304.000000,302.000000,305.000000
17.087015,11.612362,4.014972,199.643489,56.085644,0.533167,301.000000,300.000000,302.000000
17.100353,11.612362,4.014972,199.745489,55.932670,0.941075,304.000000,302.000000,305.000000
17.113693,11.612362,4.014972,199.694489,53.867531,0.839098,300.000000,301.000000,303.000000
17.127014,11.612362,4.014972,199.694489,52.796717,0.839098,300.000000,304.000000,304.000000
17.140326,11.637861,4.020068,199.796490,51.649418,0.839098,305.000000,308.000000,310.000000
17.153705,11.688861,4.025164,199.694489,52.720231,1.043052,307.000000,301.000000,306.000000
17.167035,11.867358,4.004780,199.490489,56.009157,0.533167,304.000000,302.000000,305.000000
17.180403,11.790859,4.014972,199.592489,56.009157,0.533167,303.000000,304.000000,305.000000
17.193669,11.918357,4.004780,199.745489,57.768350,0.941075,303.000000,302.000000,304.000000
17.207036,11.790859,4.025164,199.694489,53.867531,0.839098,301.000000,300.000000,303.000000
17.220325,11.943856,4.025164,199.694489,53.867531,0.941075,305.000000,304.000000,306.000000
17.233644,12.045855,4.009876,199.694489,53.944017,0.533167,306.000000,305.000000,307.000000
17.247078,11.994856,4.004780,199.796490,56.697537,1.043052,301.000000,298.000000,301.000000
17.260310,12.198852,4.004780,199.847490,55.856184,0.737121,303.000000,300.000000,303.000000
17.273677,12.198852,4.020068,199.847490,51.725904,0.839098,302.000000,302.000000,303.000000
17.286971,12.122353,4.014972,199.949490,54.861857,0.737121,301.000000,301.000000,303.000000
17.300319,12.326350,4.004780,199.949490,55.779697,0.533167,302.000000,301.000000,303.000000
17.313733,12.224352,4.025164,200.204490,55.703210,1.043052,300.000000,300.000000,302.000000
17.326994,12.479348,4.020068,200.102490,50.884551,0.839098,302.000000,301.000000,303.000000
17.343667,12.453848,4.035356,200.255490,55.703210,0.941075,303.000000,302.000000,303.000000
17.356980,12.428348,4.030260,200.102490,55.856184,0.635144,299.000000,304.000000,306.000000
17.370325,12.504847,4.014972,200.051490,57.768350,0.839098,309.000000,302.000000,310.000000
17.383687,12.479348,3.999684,200.153490,54.020504,0.329213,287.000000,297.000000,289.000000
17.397056,12.581346,4.004780,200.051490,59.145110,0.635144,316.000000,313.000000,317.000000
17.410336,12.504847,4.014972,200.153490,53.944017,0.839098,293.000000,289.000000,290.000000
17.423680,12.428348,4.014972,200.306490,54.938344,0.941075,308.000000,307.000000,309.000000
17.436988,12.581346,4.014972,200.408490,57.079970,0.431190,300.000000,300.000000,301.000000
17.450346,12.530347,4.025164,200.510491,53.791044,1.043052,305.000000,304.000000,307.000000
17.463724,12.708844,4.014972,200.408490,54.861857,1.043052,301.000000,307.000000,304.000000
17.477020,12.632345,4.025164,200.561491,56.697537,1.043052,311.000000,304.000000,309.000000
17.490367,12.708844,4.014972,200.408490,51.878878,0.737121,299.000000,297.000000,299.000000
17.503669,12.861841,4.020068,200.561491,56.774023,1.043052,295.000000,306.000000,302.000000
17.517005,12.963840,3.999684,200.255490,55.856184,0.839098,301.000000,300.000000,300.000000
17.530395,13.091338,4.009876,200.408490,57.921323,0.533167,303.000000,304.000000,304.000000
17.543675,13.142337,4.004780,200.204490,54.020504,0.635144,304.000000,301.000000,304.000000
17.557010,13.014839,4.025164,200.255490,57.691863,1.247006,298.000000,300.000000,299.000000
17.570347,13.142337,4.014972,200.357490,52.949691,0.737121,305.000000,304.000000,308.000000
17.583672,13.142337,4.025164,200.255490,56.697537,1.043052,299.000000,299.000000,300.000000
17.597074,13.193336,4.014972,200.102490,54.020504,0.839098,303.000000,302.000000,304.000000
17.610345,13.218836,4.025164,200.357490,56.697537,1.043052,300.000000,298.000000,300.000000
17.623680,13.295334,4.009876,200.153490,52.796717,0.839098,303.000000,303.000000,305.000000
17.637022,13.499331,4.014972,200.153490,56.850510,0.941075,304.000000,303.000000,304.000000
17.650344,13.499331,4.030260,200.102490,53.638071,1.043052,302.000000,302.000000,304.000000
17.663727,13.499331,4.004780,200.153490,54.632397,1.145029,298.000000,298.000000,299.000000
17.676991,13.652328,4.004780,200.051490,58.150783,0.839098,304.000000,302.000000,304.000000
17.690376,13.677828,4.009876,200.000490,52.949691,1.043052,300.000000,296.000000,300.000000
17.703699,13.524831,4.030260,200.306490,56.697537,0.839098,302.000000,299.000000,303.000000
17.717035,13.550330,4.014972,200.204490,55.014830,0.533167,298.000000,295.000000,297.000000
17.730416,13.601329,4.009876,200.153490,54.938344,0.839098,302.000000,300.000000,302.000000
17.743701,13.754327,3.989493,200.153490,57.997810,0.839098,300.000000,300.000000,301.000000
17.757037,13.703328,4.014972,200.153490,51.878878,0.839098,298.000000,299.000000,300.000000
17.770362,13.601329,4.025164,200.255490,56.544564,0.635144,298.000000,294.000000,296.000000
17.783680,13.550330,4.030260,200.153490,57.691863,1.043052,301.000000,301.000000,302.000000
17.797057,13.652328,4.004780,200.255490,54.861857,0.941075,300.000000,300.000000,301.000000
17.810343,13.677828,3.999684,200.051490,58.227270,0.533167,302.000000,301.000000,301.000000
17.823736,13.601329,4.014972,200.153490,52.873204,0.839098,301.000000,301.000000,301.000000
17.837022,13.601329,4.014972,200.102490,55.856184,0.737121,300.000000,299.000000,301.000000
